category,skill,resumes,share_in_category,lift
ACCOUNTANT,banks,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,write,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,suspense account,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,current policies,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,speak,1,0.009009009009009009,10.0990990990991
ACCOUNTANT,bank reconciliations manager,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,pc reconciliation format,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,planned,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,real estate developers,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,automated interfaces,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,as,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,systems development,1,0.009009009009009009,3.3663663663663668
ACCOUNTANT,banking reconciliations manager,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,interfaced with,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,commercial real estate loans,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,consumer loans,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,assured appropriate audit trails,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,positions,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,improved and implemented,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,conversions,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,analyst,1,0.009009009009009009,0.6515547805870386
ACCOUNTANT,statistics,2,0.018018018018018018,0.7087087087087086
ACCOUNTANT,positioning,1,0.009009009009009009,1.0099099099099098
ACCOUNTANT,work flow,1,0.009009009009009009,5.04954954954955
ACCOUNTANT,focus,4,0.036036036036036036,0.7843960465319688
ACCOUNTANT,functional,4,0.036036036036036036,0.6029312894984536
ACCOUNTANT,ms office applications,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,supervisor,6,0.05405405405405406,1.1881293057763647
ACCOUNTANT,edi,1,0.009009009009009009,2.8854568854568856
ACCOUNTANT,instruction,1,0.009009009009009009,0.2805305305305305
ACCOUNTANT,great plains software,1,0.009009009009009009,10.0990990990991
ACCOUNTANT,legal,7,0.06306306306306306,1.3998751226473998
ACCOUNTANT,trial balance,6,0.05405405405405406,11.017199017199017
ACCOUNTANT,customer services,3,0.02702702702702703,2.423783783783784
ACCOUNTANT,purchasing,8,0.07207207207207207,1.2241332241332241
ACCOUNTANT,attorney,1,0.009009009009009009,1.5537075537075538
ACCOUNTANT,great plains accounting,1,0.009009009009009009,20.1981981981982
ACCOUNTANT,supervision,4,0.036036036036036036,0.7213642213642214
ACCOUNTANT,information systems,1,0.009009009009009009,0.5049549549549549
